id;ownerId;trustId;amount;currency;createdAt;acceptedAt;refusedAt;repaidAt;insuranceStatus;status;country
024c2877-a82d-4d99-b864-5defbd085f44;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;db0d8688-9496-405b-b853-96bdcd4fa630;140;EUR;23/12/2023;26/12/2023;;;ACTIVATED;TO_REPAY;ES
02924c05-e015-443d-b46c-33892bbe63d4;bbb35227-f557-4a43-a93e-f546fc8e7b2a;9f5a726c-6708-4124-a9a0-5e8c22383e84;450;EUR;06/11/2023;06/11/2023;;;ACTIVATED;PAST_DUE;DE
02bdb3fc-3ad7-4b55-8b1b-b2452f2ff83d;58f5c525-1f5f-459f-987a-93ab73949b18;4bb872a9-657b-4d61-9158-bc42983bdb0c;613,57;EUR;11/12/2023;11/12/2023;;;REFUSED;TO_REPAY;FR
02d130f6-d483-4c7a-af36-7f988ec7c8dd;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;db0d8688-9496-405b-b853-96bdcd4fa630;144;EUR;22/12/2023;26/12/2023;;;ACTIVATED;TO_REPAY;FR
02f3fb5f-02c4-45f1-9c2e-bf23c7a9cd1f;58f5c525-1f5f-459f-987a-93ab73949b18;4bb872a9-657b-4d61-9158-bc42983bdb0c;420;EUR;11/12/2023;13/12/2023;;;REFUSED;TO_REPAY;FR
0305a309-5318-4a0a-9507-0eb0a9506f4f;58f5c525-1f5f-459f-987a-93ab73949b18;4bb872a9-657b-4d61-9158-bc42983bdb0c;74,99;EUR;18/12/2023;19/12/2023;;;REFUSED;TO_REPAY;FR
031ab690-561f-4f5c-ba73-81b7ea06d574;2a286f75-ade9-4d78-a969-04dc0e67f972;db0d8688-9496-405b-b853-96bdcd4fa630;486,92;EUR;01/11/2023;07/11/2023;;;ACTIVATED;PAST_DUE;DE
03252d8e-465a-4f29-b9b0-b55dd8174f40;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;null;504;EUR;01/01/2024;;;;QUOTED;CREATED;FR
0361313a-cbdb-4b7b-ac01-0017578e7469;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;4bb872a9-657b-4d61-9158-bc42983bdb0c;154;EUR;23/12/2023;26/12/2023;;;ACTIVATED;TO_REPAY;DE
03637b97-0203-4396-b270-5c4d33dc7e77;58f5c525-1f5f-459f-987a-93ab73949b18;4bb872a9-657b-4d61-9158-bc42983bdb0c;763,56;EUR;27/11/2023;27/11/2023;;;REFUSED;TO_REPAY;FR
036a5276-7399-4c28-bd6c-d3a7577753ea;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;403,2;EUR;20/12/2023;20/12/2023;;;REFUSED;TO_REPAY;ES
03887cbe-3663-4203-9f2e-c89e335438ba;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;null;570;EUR;05/12/2023;05/12/2023;;;REFUSED;TO_REPAY;ES
0392c15c-89ef-46ac-859a-9d947e944d64;58f5c525-1f5f-459f-987a-93ab73949b18;db0d8688-9496-405b-b853-96bdcd4fa630;472,5;EUR;19/11/2023;20/11/2023;;;REFUSED;PAST_DUE;FR
039a19d2-737d-480f-a05a-8b81a0d90e15;58f5c525-1f5f-459f-987a-93ab73949b18;4bb872a9-657b-4d61-9158-bc42983bdb0c;133,2;EUR;11/12/2023;11/12/2023;;;ACTIVATED;TO_REPAY;FR
039a99b3-dc42-4c8f-990c-6c38d2844a6a;2a286f75-ade9-4d78-a969-04dc0e67f972;null;1654,4;EUR;02/01/2024;;;;REFUSED;CREATED;DE
03a0a523-3e9c-4bfe-a687-ef92b2d3ffe8;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;205,2;EUR;30/10/2023;30/10/2023;;;ACTIVATED;PAST_DUE;FR
03a2cb27-c276-4cca-9700-6e8630ef825d;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;db0d8688-9496-405b-b853-96bdcd4fa630;84;EUR;07/12/2023;08/12/2023;;;ACTIVATED;PAST_DUE;ES
03b85754-d7e3-42d2-9674-4f017c4688e1;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;db0d8688-9496-405b-b853-96bdcd4fa630;49;EUR;28/12/2023;29/12/2023;;;ACTIVATED;TO_REPAY;ES
03ba3efd-8186-432f-bfd4-70f315b50f57;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;9f5a726c-6708-4124-a9a0-5e8c22383e84;464;EUR;07/12/2023;07/12/2023;;;ACTIVATED;TO_REPAY;FR
03bd555e-272d-4261-a815-09e19f91e5f1;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;332;EUR;15/12/2023;18/12/2023;;;ACTIVATED;TO_REPAY;DE
03e74667-7ce1-46f6-9078-09f1f4668b16;58f5c525-1f5f-459f-987a-93ab73949b18;null;220,01;EUR;31/12/2023;02/01/2024;;;REFUSED;ACCEPTED;FR
03e84cff-ea6f-4858-a776-2c739603d1ca;58f5c525-1f5f-459f-987a-93ab73949b18;4bb872a9-657b-4d61-9158-bc42983bdb0c;146,4;EUR;24/08/2023;24/08/2023;;;ACTIVATED;PAST_DUE;FR
03eac56a-a883-4a48-bddc-69662b2379ca;c7cc07b9-acc7-49cc-a21c-a12774f41d6e;4bb872a9-657b-4d61-9158-bc42983bdb0c;2576,64;EUR;13/11/2023;13/11/2023;;;ACTIVATED;TO_REPAY;FR
04236c0f-eb34-4525-8596-3ba81f3422e0;2a286f75-ade9-4d78-a969-04dc0e67f972;db0d8688-9496-405b-b853-96bdcd4fa630;1763,44;EUR;21/12/2023;21/12/2023;;;ACTIVATED;TO_REPAY;FR
043f768b-a9b3-443c-a4d3-5f9f1c95c8a7;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;72;EUR;27/12/2023;27/12/2023;;;ACTIVATED;TO_REPAY;DE
04470ff0-9147-4afb-bf89-ce4d709116e0;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;9f5a726c-6708-4124-a9a0-5e8c22383e84;82,8;EUR;07/12/2023;07/12/2023;;;REFUSED;TO_REPAY;FR
044e141e-854e-4637-a756-2a45f11b849a;58f5c525-1f5f-459f-987a-93ab73949b18;db0d8688-9496-405b-b853-96bdcd4fa630;46,5;EUR;18/11/2023;20/11/2023;;;ACTIVATED;PAST_DUE;FR
04546ebd-e47f-4c72-b38a-eb93630fb200;06f91e2f-89a8-4bca-8fc5-229b9b2c43d5;4bb872a9-657b-4d61-9158-bc42983bdb0c;210;EUR;04/08/2023;04/08/2023;;;ACTIVATED;PAST_DUE;FR
0456e639-ae2d-4374-9075-b017a4eb85c5;7b99575e-ba79-409e-a79b-44fe5fcdab8c;db0d8688-9496-405b-b853-96bdcd4fa630;1440;EUR;01/11/2023;02/11/2023;;;ACTIVATED;PAST_DUE;FR
04578774-08de-4f09-b6c8-81287df3efd6;2a286f75-ade9-4d78-a969-04dc0e67f972;null;415,48;EUR;02/01/2024;;;;REFUSED;CREATED;ES
04692967-32aa-4fd5-85fb-c3e9126d010c;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;9f5a726c-6708-4124-a9a0-5e8c22383e84;57,6;EUR;10/11/2023;10/11/2023;;;ACTIVATED;TO_REPAY;ES
046fc1ea-0b7e-45e4-8e36-1253b67fc17e;58f5c525-1f5f-459f-987a-93ab73949b18;db0d8688-9496-405b-b853-96bdcd4fa630;140,89;EUR;04/12/2023;05/12/2023;;;ACTIVATED;TO_REPAY;FR
049ab2db-9b66-4e30-bfe1-01a28a16c557;58f5c525-1f5f-459f-987a-93ab73949b18;null;360;EUR;17/12/2023;;02/01/2024;;QUOTED;REFUSED;ES
04b8ed80-9e9d-4a4e-9840-0800a36be62b;58f5c525-1f5f-459f-987a-93ab73949b18;null;302,42;EUR;15/12/2023;;02/01/2024;;REFUSED;REFUSED;FR
04bf12ba-697e-4ff3-a7be-6edad84920f5;2a286f75-ade9-4d78-a969-04dc0e67f972;db0d8688-9496-405b-b853-96bdcd4fa630;5405;EUR;01/11/2023;08/11/2023;;;REFUSED;PAST_DUE;FR
04d0f19f-20f9-474e-8e96-b789f12b9225;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;9f5a726c-6708-4124-a9a0-5e8c22383e84;108;EUR;14/12/2023;15/12/2023;;;ACTIVATED;TO_REPAY;FR
04f07abe-0ca6-4a89-9e21-b2165e8f2f9c;2a286f75-ade9-4d78-a969-04dc0e67f972;null;518,88;EUR;02/01/2024;;;;QUOTED;CREATED;FR
04ffdc5c-4366-49e7-afa8-971ac7ad219c;917c8cb9-9ee5-48b7-b406-5010e231fbf2;db0d8688-9496-405b-b853-96bdcd4fa630;4410;EUR;04/12/2023;06/12/2023;;;ACTIVATED;PAST_DUE;FR
050590f3-132e-4b52-a83b-8ab4305c90c2;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;419,76;EUR;01/12/2023;01/12/2023;;;ACTIVATED;TO_REPAY;FR
0539fba3-bb21-461b-a781-5d86170c85fe;58f5c525-1f5f-459f-987a-93ab73949b18;null;226,81;EUR;15/12/2023;;02/01/2024;;REFUSED;REFUSED;ES
053b0763-7df2-4403-917b-03e88d92b528;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;db0d8688-9496-405b-b853-96bdcd4fa630;154;EUR;26/12/2023;27/12/2023;;;REFUSED;TO_REPAY;ES
0567331d-9bf1-48e8-8b6d-bce68d4515c4;58f5c525-1f5f-459f-987a-93ab73949b18;4bb872a9-657b-4d61-9158-bc42983bdb0c;490,86;EUR;07/12/2023;07/12/2023;;;ACTIVATED;TO_REPAY;FR
0585c501-85fa-4460-8eb0-a6323f94029a;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;db0d8688-9496-405b-b853-96bdcd4fa630;100;EUR;25/11/2023;28/11/2023;;;ACTIVATED;PAST_DUE;FR
058e6b16-e9a0-48f2-a6f9-0ec6ae21873d;2a286f75-ade9-4d78-a969-04dc0e67f972;null;934,36;EUR;02/01/2024;;;;REFUSED;CREATED;DE
05952690-b3ce-4c29-8cdc-4856eaafdad9;2a286f75-ade9-4d78-a969-04dc0e67f972;null;933,42;EUR;02/01/2024;;;;REFUSED;CREATED;DE
059688bd-a694-4bc9-a62b-3e04f8a1cbbe;58f5c525-1f5f-459f-987a-93ab73949b18;9f5a726c-6708-4124-a9a0-5e8c22383e84;460;EUR;16/10/2023;17/10/2023;;;ACTIVATED;PAST_DUE;FR
0598251c-7c52-4d8b-a75e-b66e342f3042;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;9f5a726c-6708-4124-a9a0-5e8c22383e84;154;EUR;05/12/2023;06/12/2023;;;ACTIVATED;PAST_DUE;FR
05a7cd65-b335-4936-bbc5-617eb692aa78;2a286f75-ade9-4d78-a969-04dc0e67f972;9f5a726c-6708-4124-a9a0-5e8c22383e84;864,8;EUR;15/12/2023;19/12/2023;;;ACTIVATED;TO_REPAY;ES
05ad6c0c-e715-4091-86b3-7f1ca6e4759b;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;224;EUR;23/06/2023;23/06/2023;;;ACTIVATED;PAST_DUE;DE
05c92a8e-a84d-4cd4-9794-ac4e38489645;58f5c525-1f5f-459f-987a-93ab73949b18;db0d8688-9496-405b-b853-96bdcd4fa630;108;EUR;12/12/2023;13/12/2023;;;ACTIVATED;TO_REPAY;FR
05d3b27b-0312-4a7e-b9f8-797581c1e4b9;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;142,12;EUR;03/11/2023;03/11/2023;;;ACTIVATED;PAST_DUE;DE
062e31d3-9276-4ae8-8ff0-5226c2cac038;58f5c525-1f5f-459f-987a-93ab73949b18;9f5a726c-6708-4124-a9a0-5e8c22383e84;600;EUR;03/11/2023;03/11/2023;;;ACTIVATED;PAST_DUE;FR
062fa57f-15a4-403b-9ae0-5b4e05e39d05;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;45,6;EUR;05/12/2023;05/12/2023;;;REFUSED;TO_REPAY;FR
064d55d8-17c6-4078-97c3-1a3405eb9834;58f5c525-1f5f-459f-987a-93ab73949b18;4bb872a9-657b-4d61-9158-bc42983bdb0c;176;EUR;17/12/2023;18/12/2023;;;REFUSED;TO_REPAY;FR
065fdf3f-dca4-45fe-8ca5-b8d01e45376f;58f5c525-1f5f-459f-987a-93ab73949b18;4bb872a9-657b-4d61-9158-bc42983bdb0c;220,19;EUR;15/12/2023;18/12/2023;;;REFUSED;TO_REPAY;ES
0676096c-2fdc-4329-b044-a1a465080b2a;58f5c525-1f5f-459f-987a-93ab73949b18;db0d8688-9496-405b-b853-96bdcd4fa630;174,24;EUR;06/11/2023;06/11/2023;;;REFUSED;PAST_DUE;ES
067eaa9f-5ca0-435d-858f-a92f78056303;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;db0d8688-9496-405b-b853-96bdcd4fa630;92;EUR;21/12/2023;22/12/2023;;;ACTIVATED;TO_REPAY;ES
06d6b580-9cd3-44c6-80e3-092ee06016e1;2a286f75-ade9-4d78-a969-04dc0e67f972;db0d8688-9496-405b-b853-96bdcd4fa630;1322,58;EUR;15/11/2023;16/11/2023;;;REFUSED;TO_REPAY;FR
06dc763d-18fb-48a3-a9dd-872ea66cafbb;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;db0d8688-9496-405b-b853-96bdcd4fa630;85,96;EUR;11/12/2023;11/12/2023;;;REFUSED;TO_REPAY;DE
06ea5130-c968-40e9-91d7-c6b54f3261d5;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;60,8;EUR;03/11/2023;03/11/2023;;;REFUSED;TO_REPAY;FR
06fdd243-30ed-4ae0-a16f-0a424198ae65;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;9f5a726c-6708-4124-a9a0-5e8c22383e84;50,4;EUR;01/12/2023;01/12/2023;;;ACTIVATED;TO_REPAY;ES
07003ef5-1b17-4c0b-a08c-5f58c6710c8d;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;450;EUR;02/11/2023;02/11/2023;;;ACTIVATED;PAST_DUE;FR
073f9204-867d-4831-a008-79333b5126eb;58f5c525-1f5f-459f-987a-93ab73949b18;4bb872a9-657b-4d61-9158-bc42983bdb0c;314,4;EUR;09/10/2023;09/10/2023;;;ACTIVATED;PAST_DUE;DE
076c0f3f-79c3-4916-a86c-550743793296;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;121,6;EUR;11/12/2023;11/12/2023;;;ACTIVATED;TO_REPAY;ES
0782858d-9f50-42bc-a442-3d296ce9e74e;2a286f75-ade9-4d78-a969-04dc0e67f972;4bb872a9-657b-4d61-9158-bc42983bdb0c;805,58;EUR;15/06/2023;15/06/2023;;;ACTIVATED;PAST_DUE;FR
078f6a9c-da4c-412c-b647-776dc066be0b;58f5c525-1f5f-459f-987a-93ab73949b18;4bb872a9-657b-4d61-9158-bc42983bdb0c;1014,86;EUR;25/12/2023;26/12/2023;;;REFUSED;TO_REPAY;DE
079c6303-9994-4ad6-9254-e59a494928f7;2a286f75-ade9-4d78-a969-04dc0e67f972;4bb872a9-657b-4d61-9158-bc42983bdb0c;492,56;EUR;01/12/2023;01/12/2023;;;ACTIVATED;TO_REPAY;FR
07a031c8-8138-4860-87e6-4fd4020f5394;58f5c525-1f5f-459f-987a-93ab73949b18;null;743,91;EUR;01/01/2024;02/01/2024;;;QUOTED;ACCEPTED;FR
07ad41bb-aa9e-4118-86b5-75c10ed6c419;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;null;28,8;EUR;02/01/2024;;;;REFUSED;CREATED;DE
07d4fcef-eae8-462d-b1f2-260ad96bab84;58f5c525-1f5f-459f-987a-93ab73949b18;db0d8688-9496-405b-b853-96bdcd4fa630;594;EUR;19/11/2023;20/11/2023;;;REFUSED;PAST_DUE;DE
07d88ac3-7cc8-4b36-86db-17943281fdd6;58f5c525-1f5f-459f-987a-93ab73949b18;db0d8688-9496-405b-b853-96bdcd4fa630;399,3;EUR;22/12/2023;26/12/2023;;;ACTIVATED;TO_REPAY;FR
08009a06-246a-4ad3-9e97-cef903436109;58f5c525-1f5f-459f-987a-93ab73949b18;null;216,32;EUR;16/12/2023;;02/01/2024;;REFUSED;REFUSED;DE
080158d5-6967-4c12-9e26-9db83363a330;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;null;364;EUR;09/12/2023;11/12/2023;;;ACTIVATED;PAST_DUE;DE
08060c72-0400-4194-a588-88d1d905aaf2;58f5c525-1f5f-459f-987a-93ab73949b18;null;140;EUR;29/12/2023;;29/12/2023;;QUOTED;REFUSED;FR
08082f2c-acf4-4752-8742-387f4f195cec;bbb35227-f557-4a43-a93e-f546fc8e7b2a;4bb872a9-657b-4d61-9158-bc42983bdb0c;1188;EUR;06/11/2023;06/11/2023;;;REFUSED;PAST_DUE;FR
081373e0-08ac-40b9-a0b6-8e4d9dd26522;58f5c525-1f5f-459f-987a-93ab73949b18;db0d8688-9496-405b-b853-96bdcd4fa630;296,48;EUR;02/11/2023;03/11/2023;;;ACTIVATED;PAST_DUE;FR
085c389d-dba7-4442-a0c4-d400ad5ed357;58f5c525-1f5f-459f-987a-93ab73949b18;null;114,52;EUR;15/12/2023;;29/12/2023;;QUOTED;REFUSED;ES
089071fc-44be-414f-b44e-51bdac544a2f;93f26351-270d-4afa-aba5-71ed06df8a3a;4bb872a9-657b-4d61-9158-bc42983bdb0c;10752;EUR;04/12/2023;04/12/2023;;;ACTIVATED;TO_REPAY;FR
08937d60-50e5-4f0e-a077-d45b6b5f0141;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;9f5a726c-6708-4124-a9a0-5e8c22383e84;560;EUR;04/09/2023;22/09/2023;;;ACTIVATED;PAST_DUE;FR
089e92f4-71f0-49f0-85e3-aa5736552c39;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;db0d8688-9496-405b-b853-96bdcd4fa630;504;EUR;25/12/2023;26/12/2023;;;ACTIVATED;TO_REPAY;ES
08cd35b3-8b11-431c-8a1d-694ca9b4cd2f;58f5c525-1f5f-459f-987a-93ab73949b18;db0d8688-9496-405b-b853-96bdcd4fa630;509,04;EUR;18/12/2023;19/12/2023;;;ACTIVATED;TO_REPAY;FR
08d49e32-a84b-4429-9057-8a780a4f071f;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;43,2;EUR;01/12/2023;01/12/2023;;;REFUSED;TO_REPAY;DE
090186d3-5274-4023-88e7-4e614469bcf1;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;9f5a726c-6708-4124-a9a0-5e8c22383e84;800;EUR;05/12/2023;06/12/2023;;;ACTIVATED;PAST_DUE;ES
092019dc-a0a2-48f1-9544-cb075fbc3261;58f5c525-1f5f-459f-987a-93ab73949b18;db0d8688-9496-405b-b853-96bdcd4fa630;504;EUR;12/11/2023;13/11/2023;;;ACTIVATED;PAST_DUE;FR
09382786-710f-4dd9-ab88-eda18984ef53;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;108;EUR;10/11/2023;10/11/2023;;;ACTIVATED;TO_REPAY;FR
093d7327-f3b0-4889-98d3-87f9d34ef6ae;58f5c525-1f5f-459f-987a-93ab73949b18;db0d8688-9496-405b-b853-96bdcd4fa630;450;EUR;12/12/2023;13/12/2023;;;ACTIVATED;TO_REPAY;FR
09435e0b-a75b-4fd9-aae7-ca64543971f5;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;144;EUR;23/06/2023;23/06/2023;;;REFUSED;PAST_DUE;ES
094bf8c5-e566-4668-8939-7c9eb40a2dd7;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;db0d8688-9496-405b-b853-96bdcd4fa630;130,5;EUR;22/12/2023;26/12/2023;;;ACTIVATED;TO_REPAY;DE
096ef4a3-af79-4ebd-8bd5-06dd74f5d1bb;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;93,6;EUR;12/12/2023;13/12/2023;;;ACTIVATED;TO_REPAY;FR
09944618-638d-4dd5-a789-db8d16ea31ce;58f5c525-1f5f-459f-987a-93ab73949b18;4bb872a9-657b-4d61-9158-bc42983bdb0c;496,99;EUR;20/11/2023;21/11/2023;;;ACTIVATED;PAST_DUE;DE
099d8c6c-c01e-4a70-9194-00e14c28a6d9;917c8cb9-9ee5-48b7-b406-5010e231fbf2;9f5a726c-6708-4124-a9a0-5e8c22383e84;2790;EUR;11/12/2023;13/12/2023;;;REFUSED;PAST_DUE;FR
09ac6c2a-d7b1-4205-89da-b00b8e06f58c;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;4bb872a9-657b-4d61-9158-bc42983bdb0c;28,8;EUR;14/12/2023;15/12/2023;;;ACTIVATED;TO_REPAY;DE
09d1cc90-8e72-4b42-863c-13500a855e6d;bbb35227-f557-4a43-a93e-f546fc8e7b2a;null;450;EUR;02/01/2024;;;;QUOTED;CREATED;FR
09e424e2-0a3d-46a3-8a84-e2dc9dc0f47e;46c227d3-0e1c-4a80-9c8f-8ad9ec513b28;9f5a726c-6708-4124-a9a0-5e8c22383e84;83,95;EUR;20/11/2023;20/11/2023;;;ACTIVATED;TO_REPAY;ES
09f71e53-f2bc-4330-864f-08f7b4d56a6d;66bc60b0-b60e-4ff6-aa08-8fffbf61c0a6;db0d8688-9496-405b-b853-96bdcd4fa630;122,5;EUR;19/12/2023;20/12/2023;;;ACTIVATED;TO_REPAY;FR
0a023904-3eb2-4334-82f2-6476aee8db19;58f5c525-1f5f-459f-987a-93ab73949b18;4bb872a9-657b-4d61-9158-bc42983bdb0c;317,13;EUR;16/09/2023;18/09/2023;;;ACTIVATED;PAST_DUE;ES
0a046be9-e48b-4c57-87b2-0fe194305fe0;b7398a4d-53c4-40c4-818d-39276db08575;9f5a726c-6708-4124-a9a0-5e8c22383e84;77;EUR;06/12/2023;08/12/2023;;;ACTIVATED;PAST_DUE;FR
